"Ind","Block","Position","Date","Measurer","Veg","Bud","Flr","Frt","Abt","M","S","N","round","ind_round"
"E9-10","E9","10",2023-06-28,"Emily",67.5,NA,NA,NA,NA,"","","","4","E9-10_4"
"E9-11","E9","11",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-11_4"
"E9-12","E9","12",2023-06-28,"Emily",75,NA,NA,NA,NA,"","","","4","E9-12_4"
"E9-13","E9","13",2023-06-28,"Emily",41.5,NA,NA,NA,NA,"","","","4","E9-13_4"
"E9-14","E9","14",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-14_4"
"E9-15","E9","15",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-15_4"
"E9-16","E9","16",2023-06-28,"Emily",66,NA,NA,NA,NA,"","","","4","E9-16_4"
"E9-17","E9","17",2023-06-28,"Emily",40,NA,NA,NA,NA,"","","","4","E9-17_4"
"E9-18","E9","18",2023-06-28,"Emily",38,NA,NA,NA,NA,"","","","4","E9-18_4"
"E9-19","E9","19",2023-06-28,"Emily",60,NA,NA,NA,NA,"","","","4","E9-19_4"
"E9-20","E9","20",2023-06-28,"Emily",46,NA,NA,NA,NA,"","","","4","E9-20_4"
"E9-21","E9","21",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-21_4"
"E9-22","E9","22",2023-06-28,"Emily",53.5,NA,NA,NA,NA,"","","","4","E9-22_4"
"E9-23","E9","23",2023-06-28,"Emily",49,NA,NA,NA,NA,"","","","4","E9-23_4"
"E9-24","E9","24",2023-06-28,"Emily",26,NA,NA,NA,NA,"","","","4","E9-24_4"
"E9-25","E9","25",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-25_4"
"E9-26","E9","26",2023-06-28,"Emily",33,NA,NA,NA,NA,"","","","4","E9-26_4"
"E9-27","E9","27",2023-06-28,"Emily",36,NA,NA,NA,NA,"","","","4","E9-27_4"
"E9-28","E9","28",2023-06-28,"Emily",45,NA,NA,NA,NA,"","","","4","E9-28_4"
"E9-29","E9","29",2023-06-28,"Emily",52,NA,NA,NA,NA,"","","","4","E9-29_4"
"E9-30","E9","30",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-30_4"
"E9-31","E9","31",2023-06-28,"Emily",46,NA,NA,NA,NA,"","","","4","E9-31_4"
"E9-32","E9","32",2023-06-28,"Emily",39,NA,NA,NA,NA,"","","","4","E9-32_4"
"E9-33","E9","33",2023-06-28,"Emily",71,NA,NA,NA,NA,"","","","4","E9-33_4"
"E9-34","E9","34",2023-06-28,"Emily",82,NA,NA,NA,NA,"","","","4","E9-34_4"
"E9-35","E9","35",2023-06-28,"Emily",30,NA,NA,NA,NA,"","","","4","E9-35_4"
"E9-36","E9","36",2023-06-28,"Emily",78,NA,NA,NA,NA,"","","","4","E9-36_4"
"E9-37","E9","37",2023-06-28,"Emily",67,NA,NA,NA,NA,"","","","4","E9-37_4"
"E9-38","E9","38",2023-06-28,"Emily",66,NA,NA,NA,NA,"","","","4","E9-38_4"
"E9-39","E9","39",2023-06-28,"Emily",46,NA,NA,NA,NA,"","","","4","E9-39_4"
"E9-40","E9","40",2023-06-28,"Emily",47,NA,NA,NA,NA,"","","","4","E9-40_4"
"E9-41","E9","41",2023-06-28,"Emily",66,NA,NA,NA,NA,"","","","4","E9-41_4"
"E9-42","E9","42",2023-06-28,"Emily",45,NA,NA,NA,NA,"","","","4","E9-42_4"
"E9-43","E9","43",2023-06-28,"Emily",52,NA,NA,NA,NA,"","","","4","E9-43_4"
"E9-44","E9","44",2023-06-28,"Emily",53,NA,NA,NA,NA,"","","","4","E9-44_4"
"E9-45","E9","45",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-45_4"
"E9-46","E9","46",2023-06-28,"Emily",37,NA,NA,NA,NA,"","","","4","E9-46_4"
"E9-47","E9","47",2023-06-28,"Emily",64,NA,NA,NA,NA,"","","","4","E9-47_4"
"E9-48","E9","48",2023-06-28,"Emily",70.5,NA,NA,NA,NA,"","","","4","E9-48_4"
"E9-49","E9","49",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-49_4"
"E9-50","E9","50",2023-06-28,"Emily",70,NA,NA,NA,NA,"","","","4","E9-50_4"
"E9-51","E9","51",2023-06-28,"Emily",65,NA,NA,NA,NA,"","","","4","E9-51_4"
"E9-52","E9","52",2023-06-28,"Emily",65,NA,NA,NA,NA,"","","","4","E9-52_4"
"E9-53","E9","53",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-53_4"
"E9-54","E9","54",2023-06-28,"Emily",60,NA,NA,NA,NA,"","","","4","E9-54_4"
"E9-55","E9","55",2023-06-28,"Emily",63,NA,NA,NA,NA,"","","","4","E9-55_4"
"E9-56","E9","56",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-56_4"
"E9-57","E9","57",2023-06-28,"Emily",17,NA,NA,NA,NA,"","","","4","E9-57_4"
"E9-58","E9","58",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-58_4"
"E9-59","E9","59",2023-06-28,"Emily",91,NA,NA,NA,NA,"","","","4","E9-59_4"
"E9-60","E9","60",2023-06-28,"Emily",81,NA,NA,NA,NA,"","","","4","E9-60_4"
"E9-61","E9","61",2023-06-28,"Emily",71,NA,NA,NA,NA,"","","","4","E9-61_4"
"E9-62","E9","62",2023-06-28,"Emily",60,NA,NA,NA,NA,"","","","4","E9-62_4"
"E9-63","E9","63",2023-06-28,"Emily",73,NA,NA,NA,NA,"","","","4","E9-63_4"
"E9-64","E9","64",2023-06-28,"Emily",57,NA,NA,NA,NA,"","","","4","E9-64_4"
"E9-65","E9","65",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-65_4"
"E9-66","E9","66",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-66_4"
"E9-67","E9","67",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-67_4"
"E9-68","E9","68",2023-06-28,"Emily",61,NA,NA,NA,NA,"","","","4","E9-68_4"
"E9-69","E9","69",2023-06-28,"Emily",27,NA,NA,NA,NA,"","","","4","E9-69_4"
"E9-70","E9","70",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-70_4"
"E9-71","E9","71",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-71_4"
"E9-72","E9","72",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-72_4"
"E9-73","E9","73",2023-06-28,"Emily",67,NA,NA,NA,NA,"","","","4","E9-73_4"
"E9-74","E9","74",2023-06-28,"Emily",109,NA,NA,NA,NA,"","","","4","E9-74_4"
"E9-75","E9","75",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-75_4"
"E9-76","E9","76",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-76_4"
"E9-77","E9","77",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-77_4"
"E9-78","E9","78",2023-06-28,"Emily",71,NA,NA,NA,NA,"","","","4","E9-78_4"
"E9-79","E9","79",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-79_4"
"E9-80","E9","80",2023-06-28,"Emily",44,NA,NA,NA,NA,"","","","4","E9-80_4"
"E9-81","E9","81",2023-06-28,"Emily",45.5,NA,NA,NA,NA,"","","","4","E9-81_4"
"E9-82","E9","82",2023-06-28,"Emily",41,NA,NA,NA,NA,"","","","4","E9-82_4"
"E9-83","E9","83",2023-06-28,"Emily",60,NA,NA,NA,NA,"","","","4","E9-83_4"
"E9-84","E9","84",2023-06-28,"Emily",48,NA,NA,NA,NA,"","","","4","E9-84_4"
"E9-85","E9","85",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-85_4"
"E9-86","E9","86",2023-06-28,"Emily",86,NA,NA,NA,NA,"","","","4","E9-86_4"
"E9-87","E9","87",2023-06-28,"Emily",78,NA,NA,NA,NA,"","","","4","E9-87_4"
"E9-88","E9","88",2023-06-28,"Emily",72,NA,NA,NA,NA,"","","","4","E9-88_4"
"E9-89","E9","89",2023-06-28,"Emily",91,NA,NA,NA,NA,"","","","4","E9-89_4"
"E9-90","E9","90",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-90_4"
"E9-91","E9","91",2023-06-28,"Emily",90,NA,NA,NA,NA,"","","","4","E9-91_4"
"E9-92","E9","92",2023-06-28,"Emily",44,NA,NA,NA,NA,"","","","4","E9-92_4"
"E9-93","E9","93",2023-06-28,"Emily",59,NA,NA,NA,NA,"","","","4","E9-93_4"
"E9-94","E9","94",2023-06-28,"Emily",96,NA,NA,NA,NA,"","","","4","E9-94_4"
"E9-95","E9","95",2023-06-28,"Emily",53.5,NA,NA,NA,NA,"","","","4","E9-95_4"
"E9-96","E9","96",2023-06-28,"Emily",87,NA,NA,NA,NA,"","","","4","E9-96_4"
"E9-97","E9","97",2023-06-28,"Emily",76.5,NA,NA,NA,NA,"","","","4","E9-97_4"
"E9-98","E9","98",2023-06-28,"Emily",84,NA,NA,NA,NA,"","","","4","E9-98_4"
"E9-99","E9","99",2023-06-28,"Emily",48,NA,NA,NA,NA,"","","","4","E9-99_4"
"E9-100","E9","100",2023-06-28,"Emily",84.5,NA,NA,NA,NA,"","","","4","E9-100_4"
"E9-101","E9","101",2023-06-28,"Emily",49,NA,NA,NA,NA,"","","","4","E9-101_4"
"E9-102","E9","102",2023-06-28,"Emily",48,NA,NA,NA,NA,"","","","4","E9-102_4"
"E9-103","E9","103",2023-06-28,"Emily",87,NA,NA,NA,NA,"","","","4","E9-103_4"
"E9-104","E9","104",2023-06-28,"Emily",60,NA,NA,NA,NA,"","","","4","E9-104_4"
"E9-105","E9","105",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-105_4"
"E9-106","E9","106",2023-06-28,"Emily",57,NA,NA,NA,NA,"","","","4","E9-106_4"
"E9-107","E9","107",2023-06-28,"Emily",57.5,NA,NA,NA,NA,"","","","4","E9-107_4"
"E9-108","E9","108",2023-06-28,"Emily",70,NA,NA,NA,NA,"","","","4","E9-108_4"
"E9-109","E9","109",2023-06-28,"Emily",89,NA,NA,NA,NA,"","","","4","E9-109_4"
"E9-110","E9","110",2023-06-28,"Emily",52,NA,NA,NA,NA,"","","","4","E9-110_4"
"E9-111","E9","111",2023-06-28,"Emily",55,NA,NA,NA,NA,"","","","4","E9-111_4"
"E9-112","E9","112",2023-06-28,"Emily",42,NA,NA,NA,NA,"","","","4","E9-112_4"
"E9-113","E9","113",2023-06-28,"Emily",81,NA,NA,NA,NA,"","","","4","E9-113_4"
"E9-114","E9","114",2023-06-28,"Emily",55,NA,NA,NA,NA,"","","","4","E9-114_4"
"E9-115","E9","115",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-115_4"
"E9-116","E9","116",2023-06-28,"Emily",27,NA,NA,NA,NA,"","","","4","E9-116_4"
"E9-117","E9","117",2023-06-28,"Emily",69,NA,NA,NA,NA,"","","","4","E9-117_4"
"E9-118","E9","118",2023-06-28,"Emily",63,NA,NA,NA,NA,"","","","4","E9-118_4"
"E9-119","E9","119",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-119_4"
"E9-120","E9","120",2023-06-28,"Emily",49,NA,NA,NA,NA,"","","","4","E9-120_4"
"E9-121","E9","121",2023-06-28,"Emily",48.5,NA,NA,NA,NA,"","","","4","E9-121_4"
"E9-122","E9","122",2023-06-28,"Emily",29,NA,NA,NA,NA,"","","","4","E9-122_4"
"E9-123","E9","123",2023-06-28,"Emily",82,NA,NA,NA,NA,"","","","4","E9-123_4"
"E9-124","E9","124",2023-06-28,"Emily",47,NA,NA,NA,NA,"","","","4","E9-124_4"
"E9-125","E9","125",2023-06-28,"Emily",34,NA,NA,NA,NA,"","","","4","E9-125_4"
"E9-126","E9","126",2023-06-28,"Emily",40,NA,NA,NA,NA,"","","","4","E9-126_4"
"E9-127","E9","127",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-127_4"
"E9-128","E9","128",2023-06-28,"Emily",94,NA,NA,NA,NA,"","","","4","E9-128_4"
"E9-129","E9","129",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-129_4"
"E9-130","E9","130",2023-06-28,"Emily",61.5,NA,NA,NA,NA,"","","","4","E9-130_4"
"E9-131","E9","131",2023-06-28,"Emily",68,NA,NA,NA,NA,"","","","4","E9-131_4"
"E9-132","E9","132",2023-06-28,"Emily",81.5,NA,NA,NA,NA,"","","","4","E9-132_4"
"E9-133","E9","133",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-133_4"
"E9-134","E9","134",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-134_4"
"E9-135","E9","135",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-135_4"
"E9-136","E9","136",2023-06-28,"Emily",54,NA,NA,NA,NA,"","","","4","E9-136_4"
"E9-137","E9","137",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-137_4"
"E9-138","E9","138",2023-06-28,"Emily",48,NA,NA,NA,NA,"","","","4","E9-138_4"
"E9-139","E9","139",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-139_4"
"E9-140","E9","140",2023-06-28,"Emily",88,NA,NA,NA,NA,"","","","4","E9-140_4"
"E9-141","E9","141",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-141_4"
"E9-142","E9","142",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-142_4"
"E9-143","E9","143",2023-06-28,"Emily",63,NA,NA,NA,NA,"","","","4","E9-143_4"
"E9-144","E9","144",2023-06-28,"Emily",91,NA,NA,NA,NA,"","","","4","E9-144_4"
"E9-145","E9","145",2023-06-28,"Emily",74,NA,NA,NA,NA,"","","","4","E9-145_4"
"E9-146","E9","146",2023-06-28,"Emily",64,NA,NA,NA,NA,"","","","4","E9-146_4"
"E9-147","E9","147",2023-06-28,"Emily",43.5,NA,NA,NA,NA,"","","","4","E9-147_4"
"E9-148","E9","148",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-148_4"
"E9-149","E9","149",2023-06-28,"Emily",46,NA,NA,NA,NA,"","","","4","E9-149_4"
"E9-150","E9","150",2023-06-28,"Emily",53,NA,NA,NA,NA,"","","","4","E9-150_4"
"E9-151","E9","151",2023-06-28,"Emily",58,NA,NA,NA,NA,"","","","4","E9-151_4"
"E9-152","E9","152",2023-06-28,"Emily",33,NA,NA,NA,NA,"","","","4","E9-152_4"
"E9-153","E9","153",2023-06-28,"Emily",69,NA,NA,NA,NA,"","","","4","E9-153_4"
"E9-154","E9","154",2023-06-28,"Emily",47,NA,NA,NA,NA,"","","","4","E9-154_4"
"E9-155","E9","155",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-155_4"
"E9-156","E9","156",2023-06-28,"Emily",55,NA,NA,NA,NA,"","","","4","E9-156_4"
"E9-157","E9","157",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-157_4"
"E9-158","E9","158",2023-06-28,"Emily",64,NA,NA,NA,NA,"","","","4","E9-158_4"
"E9-159","E9","159",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-159_4"
"E9-160","E9","160",2023-06-28,"Emily",54,NA,NA,NA,NA,"","","","4","E9-160_4"
"E9-161","E9","161",2023-06-28,"Emily",59,NA,NA,NA,NA,"","","","4","E9-161_4"
"E9-162","E9","162",2023-06-28,"Emily",32,NA,NA,NA,NA,"","","","4","E9-162_4"
"E9-163","E9","163",2023-06-28,"Emily",29,NA,NA,NA,NA,"","","","4","E9-163_4"
"E9-164","E9","164",2023-06-28,"Emily",62,NA,NA,NA,NA,"","","","4","E9-164_4"
"E9-165","E9","165",2023-06-28,"Emily",92,NA,NA,NA,NA,"","","","4","E9-165_4"
"E9-166","E9","166",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-166_4"
"E9-167","E9","167",2023-06-28,"Emily",47,NA,NA,NA,NA,"","","","4","E9-167_4"
"E9-168","E9","168",2023-06-28,"Emily",68,NA,NA,NA,NA,"","","","4","E9-168_4"
"E9-169","E9","169",2023-06-28,"Emily",38,NA,NA,NA,NA,"","","","4","E9-169_4"
"E9-170","E9","170",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-170_4"
"E9-171","E9","171",2023-06-28,"Emily",26,NA,NA,NA,NA,"","","","4","E9-171_4"
"E9-172","E9","172",2023-06-28,"Emily",59,NA,NA,NA,NA,"","","","4","E9-172_4"
"E9-173","E9","173",2023-06-28,"Emily",74,NA,NA,NA,NA,"","","","4","E9-173_4"
"E9-174","E9","174",2023-06-28,"Emily",40,NA,NA,NA,NA,"","","","4","E9-174_4"
"E9-175","E9","175",2023-06-28,"Emily",71.5,NA,NA,NA,NA,"","","","4","E9-175_4"
"E9-176","E9","176",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-176_4"
"E9-177","E9","177",2023-06-28,"Emily",61,NA,NA,NA,NA,"","","","4","E9-177_4"
"E9-178","E9","178",2023-06-28,"Emily",64,NA,NA,NA,NA,"","","","4","E9-178_4"
"E9-179","E9","179",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-179_4"
"E9-180","E9","180",2023-06-28,"Emily",82,NA,NA,NA,NA,"","","","4","E9-180_4"
"E9-181","E9","181",2023-06-28,"Emily",69,NA,NA,NA,NA,"","","","4","E9-181_4"
"E9-182","E9","182",2023-06-28,"Emily",44,NA,NA,NA,NA,"","","","4","E9-182_4"
"E9-183","E9","183",2023-06-28,"Emily",66,NA,NA,NA,NA,"","","","4","E9-183_4"
"E9-184","E9","184",2023-06-28,"Emily",77,NA,NA,NA,NA,"","","","4","E9-184_4"
"E9-185","E9","185",2023-06-28,"Emily",46,NA,NA,NA,NA,"","","","4","E9-185_4"
"E9-186","E9","186",2023-06-28,"Emily",67,NA,NA,NA,NA,"","","","4","E9-186_4"
"E9-187","E9","187",2023-06-28,"Emily",54,NA,NA,NA,NA,"","","","4","E9-187_4"
"E9-188","E9","188",2023-06-28,"Emily",39,NA,NA,NA,NA,"","","","4","E9-188_4"
"E9-189","E9","189",2023-06-28,"Emily",54.5,NA,NA,NA,NA,"","","","4","E9-189_4"
"E9-190","E9","190",2023-06-28,"Emily",51,NA,NA,NA,NA,"","","","4","E9-190_4"
"E9-191","E9","191",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-191_4"
"E9-192","E9","192",2023-06-28,"Emily",50,NA,NA,NA,NA,"","","","4","E9-192_4"
"E9-193","E9","193",2023-06-28,"Emily",85,NA,NA,NA,NA,"","","","4","E9-193_4"
"E9-194","E9","194",2023-06-28,"Emily",NA,NA,NA,NA,NA,"","","","4","E9-194_4"
"E9-195","E9","195",2023-06-28,"Emily",59,NA,NA,NA,NA,"","","","4","E9-195_4"
"E9-196","E9","196",2023-06-28,"Emily",71,NA,NA,NA,NA,"","","","4","E9-196_4"
"E9-197","E9","197",2023-06-28,"Emily",34.5,NA,NA,NA,NA,"","","","4","E9-197_4"
"E9-198","E9","198",2023-06-28,"Emily",78,NA,NA,NA,NA,"","","","4","E9-198_4"
"E9-199","E9","199",2023-06-28,"Emily",40,NA,NA,NA,NA,"","","","4","E9-199_4"
"E9-200","E9","200",2023-06-28,"Emily",42,NA,NA,NA,NA,"","","","4","E9-200_4"
"E9-201","E9","201",2023-06-28,"Emily",104,NA,NA,NA,NA,"","","","4","E9-201_4"
"E9-202","E9","202",2023-06-28,"Emily",73,NA,NA,NA,NA,"","","","4","E9-202_4"
"E10-1","E10","1",2023-06-28,"Mia",92,NA,NA,NA,NA,"","","","4","E10-1_4"
"E10-2","E10","2",2023-06-28,"Mia",71,NA,NA,NA,NA,"","","","4","E10-2_4"
"E10-3","E10","3",2023-06-28,"Mia",96,NA,NA,NA,NA,"","","","4","E10-3_4"
"E10-4","E10","4",2023-06-28,"Mia",75,77,NA,NA,NA,"","","","4","E10-4_4"
"E10-5","E10","5",2023-06-28,"Mia",63,NA,NA,NA,NA,"","","","4","E10-5_4"
"E10-6","E10","6",2023-06-28,"Mia",71,NA,NA,NA,NA,"","","","4","E10-6_4"
"E10-7","E10","7",2023-06-28,"Mia",92,NA,NA,NA,NA,"","","","4","E10-7_4"
"E10-8","E10","8",2023-06-28,"Mia",75,NA,NA,NA,NA,"","","","4","E10-8_4"
"E10-9","E10","9",2023-06-28,"Mia",66.5,NA,NA,NA,NA,"","","","4","E10-9_4"
"E10-10","E10","10",2023-06-28,"Mia",88,NA,NA,NA,NA,"","","","4","E10-10_4"
"E10-11","E10","11",2023-06-28,"Mia",81,83,NA,NA,NA,"","","","4","E10-11_4"
"E10-12","E10","12",2023-06-28,"Mia",NA,NA,NA,NA,NA,"","","","4","E10-12_4"
"E10-13","E10","13",2023-06-28,"Mia",94,NA,NA,NA,NA,"","","","4","E10-13_4"
"E10-14","E10","14",2023-06-28,"Mia",81,NA,NA,NA,NA,"","","","4","E10-14_4"
"E10-15","E10","15",2023-06-28,"Mia",72,NA,NA,NA,NA,"","","","4","E10-15_4"
"E10-16","E10","16",2023-06-28,"Mia",91,NA,NA,NA,NA,"","","","4","E10-16_4"
"E10-17","E10","17",2023-06-28,"Mia",85.5,NA,NA,NA,NA,"","","","4","E10-17_4"
"E10-18","E10","18",2023-06-28,"Mia",77,NA,NA,NA,NA,"","","","4","E10-18_4"
"E10-19","E10","19",2023-06-28,"Mia",95,NA,NA,NA,NA,"","","","4","E10-19_4"
"E10-20","E10","20",2023-06-28,"Mia",74,NA,NA,NA,NA,"","","","4","E10-20_4"
"E10-21","E10","21",2023-06-28,"Mia",90,92,NA,NA,NA,"","","","4","E10-21_4"
"E10-22","E10","22",2023-06-28,"Mia",92,NA,NA,NA,NA,"","","","4","E10-22_4"
"E10-23","E10","23",2023-06-28,"Mia",83.5,NA,NA,NA,NA,"","","","4","E10-23_4"
"E10-24","E10","24",2023-06-28,"Mia",88,NA,NA,NA,NA,"","","","4","E10-24_4"
"E10-25","E10","25",2023-06-28,"Mia",109,NA,NA,NA,NA,"","","Y","4","E10-25_4"
"E10-26","E10","26",2023-06-28,"Mia",38,NA,NA,NA,NA,"","","","4","E10-26_4"
"E10-27","E10","27",2023-06-28,"Mia",95,NA,NA,NA,NA,"","","","4","E10-27_4"
"E10-28","E10","28",2023-06-28,"Mia",99,101.5,NA,NA,NA,"","","","4","E10-28_4"
"E10-29","E10","29",2023-06-28,"Mia",58,NA,NA,NA,NA,"","","","4","E10-29_4"
"E10-30","E10","30",2023-06-28,"Mia",81,NA,NA,NA,NA,"","","","4","E10-30_4"
"E10-31","E10","31",2023-06-28,"Mia",79,NA,NA,NA,NA,"","","","4","E10-31_4"
"E10-32","E10","32",2023-06-28,"Mia",85,87,NA,NA,NA,"","","","4","E10-32_4"
"E10-33","E10","33",2023-06-28,"Mia",99,NA,NA,NA,NA,"","","","4","E10-33_4"
"E10-34","E10","34",2023-06-28,"Mia",78.5,NA,NA,NA,NA,"","","Y","4","E10-34_4"
"E10-35","E10","35",2023-06-28,"Mia",105.5,NA,NA,NA,NA,"","","","4","E10-35_4"
"E10-36","E10","36",2023-06-28,"Mia",77,NA,NA,NA,NA,"","","Y","4","E10-36_4"
"E10-37","E10","37",2023-06-28,"Mia",83,87,NA,NA,NA,"","","Y","4","E10-37_4"
"E10-38","E10","38",2023-06-28,"Mia",93,NA,NA,NA,NA,"","","","4","E10-38_4"
"E10-39","E10","39",2023-06-28,"Mia",77,NA,NA,NA,NA,"","","","4","E10-39_4"
"E10-40","E10","40",2023-06-28,"Mia",73,NA,NA,NA,NA,"","","","4","E10-40_4"
"E10-41","E10","41",2023-06-28,"Mia",115,NA,NA,NA,NA,"","","","4","E10-41_4"
"E10-42","E10","42",2023-06-28,"Mia",99,NA,NA,NA,NA,"","","","4","E10-42_4"
"E10-43","E10","43",2023-06-28,"Mia",70,NA,NA,NA,NA,"","","","4","E10-43_4"
"E10-44","E10","44",2023-06-28,"Mia",70,NA,NA,NA,NA,"","","","4","E10-44_4"
"E10-45","E10","45",2023-06-28,"Mia",114,116,NA,NA,NA,"","","","4","E10-45_4"
"E10-46","E10","46",2023-06-28,"Mia",89,96,NA,NA,NA,"","","","4","E10-46_4"
"E10-47","E10","47",2023-06-28,"Mia",96,NA,NA,NA,NA,"","","","4","E10-47_4"
"E10-48","E10","48",2023-06-28,"Mia",126,NA,NA,NA,NA,"","","","4","E10-48_4"
"E10-49","E10","49",2023-06-28,"Mia",87,NA,NA,NA,NA,"","","","4","E10-49_4"
"E10-50","E10","50",2023-06-28,"Mia",83,86,NA,NA,NA,"","","","4","E10-50_4"
"E10-51","E10","51",2023-06-28,"Mia",110,116,NA,NA,NA,"","","","4","E10-51_4"
"E10-52","E10","52",2023-06-28,"Mia",114,NA,NA,NA,NA,"","","","4","E10-52_4"
"E10-53","E10","53",2023-06-28,"Mia",73,75,NA,NA,NA,"","","","4","E10-53_4"
"E10-54","E10","54",2023-06-28,"Mia",78,NA,NA,NA,NA,"","","","4","E10-54_4"
"E10-55","E10","55",2023-06-28,"Mia",102,107,NA,NA,NA,"","","Y","4","E10-55_4"
"E10-56","E10","56",2023-06-28,"Mia",105,107,NA,NA,NA,"","","Y","4","E10-56_4"
"E10-57","E10","57",2023-06-28,"Mia",98,NA,NA,NA,NA,"","","","4","E10-57_4"
"E10-58","E10","58",2023-06-28,"Mia",85,NA,NA,NA,NA,"","","","4","E10-58_4"
"E10-59","E10","59",2023-06-28,"Mia",112,NA,NA,NA,NA,"","","","4","E10-59_4"
"E10-60","E10","60",2023-06-28,"Mia",72,NA,NA,NA,NA,"","","","4","E10-60_4"
"E10-61","E10","61",2023-06-28,"Mia",70,72.5,NA,NA,NA,"","","","4","E10-61_4"
"E10-62","E10","62",2023-06-28,"Mia",90,NA,NA,NA,NA,"","","","4","E10-62_4"
"E10-63","E10","63",2023-06-28,"Mia",90,NA,NA,NA,NA,"","","","4","E10-63_4"
"E10-64","E10","64",2023-06-28,"Mia",90,NA,NA,NA,NA,"","","","4","E10-64_4"
"E10-65","E10","65",2023-06-28,"Mia",104,107,NA,NA,NA,"","","","4","E10-65_4"
"E10-66","E10","66",2023-06-28,"Mia",70,NA,NA,NA,NA,"","","","4","E10-66_4"
"E10-67","E10","67",2023-06-28,"Mia",101,104,NA,NA,NA,"","","","4","E10-67_4"
"E10-68","E10","68",2023-06-28,"Mia",72,NA,NA,NA,NA,"","","","4","E10-68_4"
"E10-69","E10","69",2023-06-28,"Mia",53,NA,NA,NA,NA,"","","","4","E10-69_4"
"E10-70","E10","70",2023-06-28,"Mia",79,81,NA,NA,NA,"","","","4","E10-70_4"
"E10-71","E10","71",2023-06-28,"Mia",90,91,NA,NA,NA,"","","","4","E10-71_4"
"E10-72","E10","72",2023-06-28,"Mia",73,NA,NA,NA,NA,"","","","4","E10-72_4"
"E10-73","E10","73",2023-06-28,"Mia",99,NA,NA,NA,NA,"","","","4","E10-73_4"
"E10-74","E10","74",2023-06-28,"Mia",104,NA,NA,NA,NA,"","","","4","E10-74_4"
"E10-75","E10","75",2023-06-28,"Mia",91,NA,NA,NA,NA,"","","","4","E10-75_4"
"E10-76","E10","76",2023-06-28,"Mia",106,NA,NA,NA,NA,"","","","4","E10-76_4"
"E10-77","E10","77",2023-06-28,"Mia",50,NA,NA,NA,NA,"","","","4","E10-77_4"
"E10-78","E10","78",2023-06-28,"Mia",97,100,NA,NA,NA,"","","","4","E10-78_4"
"E10-79","E10","79",2023-06-28,"Mia",76,NA,NA,NA,NA,"","","","4","E10-79_4"
